trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
-1.581319999999999964e-05	8.128739999999998189e-02	-4.006790000000000351e-02	-1.327639999999999940e-03	-8.824459999999999195e-05	-4.408260000000000108e-04	0.000000000000000000e+00	-8.238236610000000681e-02	2.404184079999999862e-02	-3.609094580000000302e-02	1.037156640000000060e-02	-1.214248400000000061e-01	2.864367719999999853e-02	7.781341028217892699e+02	8.552462462765178088e+02
4.442490000000000328e-03	8.130210000000000214e-02	-1.381120000000000004e-03	-4.499400000000000188e-04	-4.392369999999999825e-04	0.000000000000000000e+00	1.266357032000000049e-01	3.748538989999999904e-02	3.855501830000000046e-02	-2.231543160000000123e-02	-2.182839970000000074e-02	-6.654607390000000233e-02	1.545634880000000023e-02	7.699149707451820177e+02	8.532229915413772687e+02
1.214820000000000000e-05	5.007539999999999908e-02	2.625289999999999915e-02	-3.650969999999999910e-04	-1.892370000000000044e-04	1.323489999999999568e-23	8.003321180000000368e-02	5.359483639999999827e-02	2.940115009999999876e-02	-7.393773100000001521e-03	-1.762181600000000195e-02	-8.249528829999999702e-02	5.398109510000000111e-02	7.703661428481162829e+02	8.527556888998150271e+02
-1.583180000000000004e-02	5.007519999999999333e-02	3.414890000000000286e-02	-4.499400000000000188e-04	-7.792950000000000528e-04	0.000000000000000000e+00	5.748519820000001085e-02	1.162473737000000035e-01	9.521154199999999623e-03	5.585347980000000129e-02	-3.237027349999999776e-02	-7.804083099999999107e-02	3.782725759999999715e-02	7.695134120693746809e+02	8.516431792753052150e+02
6.875689999999999894e-05	-1.083809999999999982e-02	3.487239999999999784e-02	-4.130230000000000468e-04	-7.735679999999997059e-05	-4.404550000000000240e-04	1.365028668999999917e-01	1.806304653999999954e-01	-1.257612869999999959e-02	8.647080560000000582e-02	-1.405250390000000078e-02	-2.736071439999999966e-02	1.338450050000000030e-02	7.680774849958016830e+02	8.505319880351910342e+02
5.781220000000000190e-05	3.749980000000000674e-02	8.132509999999996964e-02	-1.107609999999999975e-03	-3.171900000000000175e-04	-6.107439999999999787e-04	1.500370047000000595e-01	1.535303423999999917e-01	2.402944129999999914e-02	1.131770868000000069e-01	2.130432330000000055e-02	-7.123123839999999374e-02	9.749372500000000677e-03	7.671941036142441135e+02	8.508266857236242231e+02
7.324399999999999195e-05	9.106519999999999893e-02	9.358930000000000027e-02	-5.267180000000000212e-04	-7.792950000000000528e-04	-3.542940000000000065e-04	1.308173817999999933e-01	1.348217792999999998e-01	-2.346933979999999906e-02	6.547084970000000004e-02	1.451603143999999901e-01	8.868877900000000924e-02	-6.528934809999999145e-02	7.680702099499972064e+02	8.512849664798122831e+02
-1.196379999999999839e-02	9.109889999999999655e-02	7.168580000000000785e-02	-2.529289999999999902e-04	-8.894789999999999858e-04	7.342100000000000059e-05	7.455864400000000725e-02	1.139550019999999997e-01	4.070583059999999948e-02	-9.750339680000000286e-02	1.102784780999999936e-01	5.005209909999999707e-02	-5.634682640000000103e-02	7.660998651673976383e+02	8.519243053596657091e+02
-6.617350000000000142e-03	2.088059999999999916e-02	6.593999999999999861e-02	4.701519999999999940e-04	-1.248180000000000643e-03	9.582680000000000213e-05	1.365199400000000063e-01	9.462737770000000104e-02	5.699914209999999704e-02	-1.067886328000000051e-01	-3.142507550000000344e-02	1.400662000000000109e-04	-8.496261519999999401e-02	7.728251083300867776e+02	8.524497720186819834e+02
-6.408650000000000110e-03	3.843219999999999276e-02	2.787609999999999741e-02	2.913419999999999899e-04	-9.439680000000002158e-04	9.582680000000000213e-05	7.997529999999999917e-02	8.601162240000000125e-02	1.370212279999999914e-02	2.509798499999999974e-02	-4.502131890000000275e-02	2.015776409999999949e-02	-9.243585270000000131e-02	7.735377050298042150e+02	8.526425663485357518e+02
-1.510870000000000095e-02	6.773179999999999479e-02	7.506239999999998747e-02	1.810249999999999956e-04	-1.248180000000000643e-03	-3.134529999999999955e-04	1.263763900000000051e-01	3.436984700000000198e-02	2.715533930000000110e-02	3.729805899999999973e-03	6.356836089999999551e-02	1.675443397999999973e-01	-8.978470669999999432e-02	7.742586501427402936e+02	8.533784574973627741e+02
1.220010000000000538e-04	6.795069999999998889e-02	7.036069999999999824e-02	1.224139999999999972e-04	-1.248180000000000643e-03	-3.134529999999999955e-04	2.308185100000001086e-02	-2.756664600000000021e-03	7.318627349999999587e-02	-5.024293669999999740e-02	1.031541931999999939e-01	8.490371669999999260e-02	-4.976593130000000337e-02	7.711039040505347657e+02	8.540305924610562442e+02
-1.593100000000000072e-02	5.584600000000000675e-02	1.927890000000000159e-02	7.504519999999997599e-04	-2.717530000000000119e-04	-9.450999999999999806e-06	1.746628510000000079e-01	3.541480160000000377e-02	4.711137330000000206e-02	-1.156843436000000030e-01	3.374275649999999849e-02	2.978132240000000083e-02	-1.261379559999999990e-02	7.679359197602262839e+02	8.530865516817674461e+02
-1.530860000000000207e-02	1.330240000000000034e-01	-2.927060000000000217e-01	5.186249999999999888e-04	1.136539999999999903e-03	-2.739829999999999990e-06	4.721268584999999129e-01	-1.559205049999999870e-01	-2.623992211000000241e-01	3.818674890000000460e-02	-3.010761970000000107e-02	1.065473140000000075e-02	8.426151590000000025e-02	7.791653703803594908e+02	8.549034146323069763e+02
1.531240000000000032e-02	-5.142049999999999572e-03	-4.397940000000000182e-02	-5.839460000000000093e-04	2.130279999999999804e-04	-1.426299999999999920e-03	5.899958085000001073e-01	-1.236730870999999954e-01	7.251657730000000968e-02	3.674046239999999991e-02	-2.019362239999999975e-02	4.657031820000000211e-02	-4.514216780000000068e-02	7.764755116413758742e+02	8.560497886403121583e+02
2.054020000000000151e-02	2.882359999999999783e-02	5.700390000000000491e-04	1.689829999999999913e-04	4.281680000000000381e-04	-1.105230000000000014e-03	1.481998389999999999e-01	-5.460134440000000144e-02	4.509139880000000156e-02	-9.310366059999999888e-02	-1.178265727000000068e-01	2.980612820000000038e-02	-8.632084190000000046e-02	7.727342298890517895e+02	8.550001995573503564e+02
1.607700000000000101e-02	8.492310000000001524e-02	7.132550000000000001e-02	3.268309999999999748e-04	3.331349999999999741e-04	-6.975689999999999885e-04	1.643452609999999370e-01	-1.409510494999999808e-01	4.490185630000000094e-02	8.776614839999999362e-02	-1.100994141000000009e-01	1.314753416999999980e-01	-1.077301474000000037e-01	7.777213334196601409e+02	8.566212694998026791e+02
-8.610770000000000229e-03	5.657709999999999823e-02	-1.398890000000000133e-01	-4.436740000000000215e-04	7.162669999999999237e-04	-2.246000000000000112e-04	3.455785700000000293e-01	-6.802513009999999749e-02	-1.136836118999999951e-01	-2.886862689999999954e-02	9.173302299999999687e-02	-8.620665999999999052e-03	1.010547777999999952e-01	7.741022962894631974e+02	8.535120020814371173e+02
-3.094729999999999964e-03	8.537019999999999331e-02	-1.793929999999999969e-01	7.044519999999999428e-04	7.420709999999998549e-04	2.222389999999999910e-05	1.448508349999999834e-01	-1.205869423999999940e-01	-1.238200998999999941e-01	-8.478518170000000354e-02	-8.277942630000000024e-02	-2.849049429999999869e-02	4.333817379999999747e-02	7.719788177558282314e+02	8.548216747997784069e+02
-4.670040000000000302e-03	3.432840000000000197e-02	-4.207159999999999719e-03	-6.185890000000000095e-04	8.034589999999999929e-05	-2.842289999999999921e-04	3.423639000000000543e-01	-1.515061007000000071e-01	-6.441539999999999994e-05	1.141801280000000057e-01	-6.770257809999999377e-02	4.717719070000000320e-02	1.794226449999999917e-02	7.785317258170792911e+02	8.559535465794317588e+02
-4.350640000000000236e-03	2.255070000000000078e-03	-5.685439999999999938e-03	2.279150000000000024e-04	-7.543779999999999117e-05	1.326710000000000042e-04	1.048303950000000068e-01	-6.092789819999999690e-02	7.767168450000000446e-02	-3.422384700000000168e-02	1.222586619999999936e-02	7.491896700000000298e-03	7.913178299999999721e-02	7.729894528074443087e+02	8.539111364945430296e+02
-1.978159999999999912e-04	3.171639999999999876e-02	1.870699999999999794e-02	-3.581569999999999524e-04	-7.543779999999999117e-05	-1.362830000000000367e-04	1.007578940000000006e-01	-2.789679210000000145e-02	2.965970180000000039e-02	3.978168399999999945e-03	-8.230253740000000040e-02	-2.934554470000000706e-02	-2.630888500000000060e-02	7.706218428186925848e+02	8.535216960843459901e+02
-2.109699999999999943e-04	4.427899999999999892e-02	2.080550000000000021e-03	-4.196030000000000549e-04	-7.543789999999999816e-05	2.466389999999999945e-04	5.142060900000000601e-02	-1.061981359999999985e-01	4.365608750000000288e-02	-6.027123190000001351e-02	3.154729490000000164e-02	2.354148350000000167e-02	9.780840199999999915e-03	7.724027978842793800e+02	8.547404778314128180e+02
-7.138089999999999713e-03	3.109800000000000064e-02	2.088619999999999800e-03	1.809580000000000045e-05	-7.543779999999999117e-05	3.321649999999999885e-04	4.627743499999999177e-02	-7.136515389999999182e-02	6.768399000000000464e-03	7.934931889999999322e-02	-5.719933669999999887e-02	2.783617120000000250e-02	-2.021592490000000131e-02	7.734879723396314830e+02	8.542896162187842037e+02
-2.244950000000000114e-04	6.729580000000000284e-02	2.098870000000000076e-03	-9.740389999999998945e-04	-7.543779999999999117e-05	4.763430000000000030e-04	9.993728500000000070e-02	-6.373835110000000692e-02	7.538957999999999771e-02	-9.008878400000000508e-02	-5.630594300000000586e-03	9.157274199999999170e-03	2.558359820000000173e-02	7.700320870563322160e+02	8.540722120468788034e+02
-1.711979999999999828e-04	7.032150000000000033e-03	6.664480000000000404e-02	-2.501179999999999983e-03	-7.543789999999999816e-05	-1.938850000000000046e-04	2.347313319999999870e-01	-3.068410840000000001e-02	1.060884727000000055e-01	8.352465519999999199e-02	-6.869271279999999980e-02	-1.724972240000000046e-02	-8.353573590000000493e-02	7.698831275119059683e+02	8.536347669342763993e+02
-2.024640000000000185e-04	6.935560000000000336e-02	1.165299999999999947e-01	-3.641080000000000098e-03	-7.543789999999999816e-05	-1.330380000000000364e-04	1.722772660000000122e-01	5.113314969999999821e-02	1.508604942000000004e-01	2.889881310000000023e-02	9.534507920000000192e-02	5.782732690000000342e-02	-4.799664299999999856e-02	7.668924873709661370e+02	8.519603411998128877e+02
3.937190000000000134e-03	4.685780000000000500e-02	1.495049999999999990e-01	-3.248720000000000080e-03	-7.543789999999999816e-05	2.093449999999999955e-04	9.634960400000000535e-02	6.297030139999999776e-02	1.377869251000000128e-01	7.711422880000000368e-02	-5.287570929999999697e-02	-4.131071430000000239e-02	-1.047751477999999958e-01	7.678532704693635651e+02	8.519418579675998444e+02
8.052069999999997979e-03	-2.531339999999999979e-03	-1.125990000000000046e-01	-1.642430000000000062e-04	5.519169999999999675e-04	-7.300619999999998552e-04	5.481699650000000368e-01	-1.065347157999999989e-01	-9.656079219999999519e-02	1.816801800000000106e-03	1.147511997000000006e-01	-3.404742100000000132e-02	4.304398529999999695e-02	7.743894817041776832e+02	8.535050999513657644e+02
7.738629999999999814e-03	9.550110000000000543e-02	-8.784580000000000166e-02	-7.011160000000001089e-04	3.701900000000000047e-04	-5.003429999999999900e-04	1.705150299999999841e-01	1.441660350000000326e-02	-5.257814970000000004e-02	-5.429346279999999747e-02	-1.116031639999999839e-02	-1.303696198000000028e-01	4.949119450000000198e-02	7.658808982149822668e+02	8.515250675438622920e+02
6.489789999999999622e-03	5.087320000000000036e-02	-1.079910000000000037e-01	-3.161279999999999928e-04	4.767549999999999848e-04	-5.003429999999999900e-04	9.059958999999999374e-02	-1.105173509000000054e-01	-1.092094078000000051e-01	1.251304719999999926e-01	-1.135588580000000160e-02	-5.778242270000000236e-02	1.163689849999999942e-02	7.745432117704432358e+02	8.543231703941867181e+02
1.082730000000000064e-03	3.658840000000000009e-02	-1.290130000000000166e-01	5.956770000000000229e-05	5.948979999999999411e-05	-5.003429999999999900e-04	8.036190499999996961e-02	-1.318710569999999999e-02	-6.030331530000000023e-02	-3.084092730000000115e-02	1.030105312999999995e-01	-6.189600919999999756e-02	1.025479618999999981e-01	7.679326996579848128e+02	8.516746912474280862e+02
8.528189999999997994e-03	5.381809999999999893e-03	-1.124349999999999933e-01	3.244960000000000184e-05	5.252619999999999728e-04	-3.494819999999999719e-04	8.741761499999999019e-02	1.334706149999999834e-02	-1.067257885000000017e-01	-7.819799419999999557e-02	-4.649493560000000220e-02	-1.050138835000000020e-01	3.409843299999999744e-02	7.682600767191938758e+02	8.515401384870511947e+02
-1.026410000000000169e-02	5.748009999999999231e-02	-1.299619999999999942e-01	-3.502130000000000434e-04	4.110580000000000071e-04	-2.036490000000000012e-04	1.205525600000000030e-01	-2.589610330000000071e-02	-1.053870100999999976e-01	1.081061950000000021e-01	1.563015100000000098e-03	-5.580768619999999791e-02	9.109151079999999734e-02	7.726776992052581363e+02	8.521404945498737789e+02
6.890030000000000167e-05	6.608799999999999397e-02	-1.513190000000000091e-01	8.033010000000000530e-05	9.126289999999999793e-04	2.744499999999999761e-04	1.108085553000000001e-01	-6.578281639999999930e-02	-8.273632490000000506e-02	-1.165255956999999981e-01	4.588673749999999663e-02	-4.127030200000000176e-02	9.272829659999999585e-02	7.695984466211568815e+02	8.531373999583591967e+02
-1.663809999999999595e-02	3.844369999999999732e-02	-1.513130000000000031e-01	1.423310000000000167e-04	9.126289999999999793e-04	6.966219999999999314e-04	6.856594530000000021e-02	-1.023161319999999971e-02	-1.067144364000000012e-01	6.279200470000000089e-02	-7.885740820000000650e-02	-9.365184999999999482e-02	5.704671520000000051e-02	7.713984837741002139e+02	8.521268712444521043e+02
-1.667019999999999960e-02	3.841309999999999863e-02	-9.968270000000004072e-02	1.667650000000000068e-04	6.847360000000000252e-04	4.997219999999999700e-04	7.415434999999999388e-02	4.791406110000000218e-02	-1.906258019999999831e-02	2.935027800000000481e-03	6.900354549999999920e-02	5.481820290000000151e-02	6.370410900000000876e-02	7.730446715977319627e+02	8.509678562566535902e+02
-1.667930000000000107e-02	3.842200000000000476e-02	-1.193010000000000043e-01	6.841430000000000666e-05	6.344700000000000426e-04	4.788569999999999589e-04	2.811038500000000162e-02	5.913065070000000228e-02	-5.900375580000000175e-02	-7.330896039999999780e-02	-5.788193440000000134e-02	-1.380909959999999936e-02	5.563369150000000568e-02	7.714513173034682723e+02	8.509088650176179272e+02
-2.375900000000000234e-03	3.842210000000000070e-02	-1.135720000000000063e-01	2.113670000000000043e-05	3.176400000000000013e-04	4.130019999999999872e-04	4.153063000000000587e-02	4.508908369999999749e-02	-6.402231790000000033e-02	4.806911070000000064e-02	-5.272760370000000030e-02	-1.730760469999999968e-02	4.850822829999999752e-02	7.703495652847251449e+02	8.510081833087551786e+02
-8.164209999999999870e-03	5.521799999999999625e-02	-9.963260000000000172e-02	-2.723989999999999918e-04	5.943050000000000502e-04	5.721110000000000388e-04	7.298909500000003159e-02	1.177306799999999981e-03	-9.175327719999999687e-02	8.350149559999998916e-02	1.122470383000000044e-01	2.482023740000000381e-02	8.387272269999999919e-02	7.695115038606392091e+02	8.515250675438622920e+02
-1.664260000000000045e-02	9.253319999999999601e-02	-9.961139999999998884e-02	-3.966039999999999995e-04	5.375910000000000237e-04	9.013069999999999546e-04	7.132053999999998783e-02	7.694786189999999748e-02	-7.575407269999999416e-02	-1.020445467999999967e-01	1.079281809000000036e-01	3.402877089999999799e-02	5.135773610000000239e-02	7.641030439885910255e+02	8.501989020952381679e+02
-1.660059999999999661e-02	4.735999999999999932e-02	-9.962760000000001059e-02	5.239500000000000234e-05	8.747380000000000129e-04	1.070130000000000083e-03	9.297985000000000277e-02	1.345474198999999926e-01	-9.022085959999999460e-02	-5.890733389999999736e-02	-5.957226620000000139e-02	-4.066983500000000314e-03	5.027187899999999675e-03	7.677387779452247969e+02	8.497787769345000015e+02
-1.659479999999999636e-02	4.738269999999999982e-02	-1.097019999999999940e-01	-1.952740000000000281e-04	9.413650000000002138e-04	9.944690000000002122e-04	2.960074999999999859e-02	1.123088955999999999e-01	-1.007207175999999954e-01	8.040493399999999388e-03	2.508289810000000064e-02	1.469575176999999844e-01	4.995462120000000034e-02	7.724627871964062251e+02	8.498588623238651962e+02
-2.134000000000000133e-02	3.314519999999999966e-02	-9.594200000000004114e-02	-2.368600000000000057e-04	1.599720000000000005e-03	1.720189999999999914e-03	1.040258000000000016e-01	9.834678089999999984e-02	-4.844892230000000244e-02	-1.381412955000000109e-01	-6.245194770000000312e-02	7.550612269999999737e-02	1.443741490000000072e-02	7.709479079863959896e+02	8.503442087361752328e+02
-4.707880000000000224e-03	6.252770000000001938e-02	-3.559790000000000176e-02	-6.282360000000000071e-04	2.688170000000000143e-03	7.916709999999997594e-04	2.267759699999999934e-01	-4.558481959999999972e-02	6.135030200000000239e-02	3.395438240000000357e-02	-1.078259024000000066e-01	2.159489943000000023e-01	6.109488200000000313e-02	7.740813059933713021e+02	8.532629825347110000e+02
2.220410000000000092e-02	6.989169999999998717e-02	-1.329920000000000546e-01	-1.272399999999999920e-03	1.010159999999999964e-03	3.174040000000000260e-04	2.714921299999999982e-01	-1.102917431000000059e-01	7.353033359999999741e-02	-7.192476870000000244e-02	-8.321176099999999173e-03	-4.666582050000000342e-02	3.473063700000000170e-02	7.714160154418588036e+02	8.537208238294336979e+02
