trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
1.975220000000000101e-02	1.010329999999999978e-01	6.931280000000000774e-02	-2.614400000000000231e-03	5.464730000000000108e-04	0.000000000000000000e+00	0.000000000000000000e+00	-4.041134970000000159e-02	-1.138913039999999918e-02	1.968331729999999932e-02	-3.622813279999999997e-02	5.473349300000000285e-03	-1.430037049999999949e-02	4.424586779182105261e+02	4.078809956772263945e+02
3.017640000000000253e-02	1.328040000000000054e-01	-2.061970000000000122e-02	-2.682579999999999947e-03	-0.000000000000000000e+00	2.720229999999999805e-04	1.764615000000000211e-01	2.928712480000000146e-02	1.139649399999999833e-02	-1.818169500000000076e-03	-5.831233899999999776e-03	4.357244960000000028e-02	-3.721800539999999685e-02	4.450610624757893561e+02	4.085378101307526890e+02
2.433209999999999887e-02	1.191859999999999864e-01	-4.063590000000000257e-02	-2.098979999999999856e-03	2.749060000000000002e-04	2.773990000000000049e-04	8.267260000000001274e-02	1.782593210000000053e-02	-4.084939650000000283e-02	9.466940700000000750e-03	-5.698838450000000277e-02	-3.111699069999999956e-02	-1.511129029999999998e-02	4.442192498387647106e+02	4.075266395851368770e+02
3.019290000000000168e-02	1.624670000000000003e-01	2.788440000000000016e-02	-2.712309999999999895e-03	3.766950000000000246e-04	3.590190000000000265e-04	1.574990500000000015e-01	-7.602961899999998233e-03	-1.015761519999999925e-02	4.928841199999999846e-03	-5.258023349999999679e-02	-5.328715000000000361e-04	-4.980198780000000269e-02	4.446314375160384884e+02	4.073950424538419952e+02
3.657760000000000178e-02	9.067889999999999284e-02	1.770019999999999927e-02	-2.243730000000000203e-03	6.918019999999999335e-04	6.928389999999998898e-04	1.442323499999999814e-01	-7.452517399999999785e-03	-4.829644920000000091e-02	1.721397639999999729e-02	-8.595465449999999119e-02	-6.885935969999999740e-02	-4.422724060000000207e-02	4.419637559006736751e+02	4.066382533486299735e+02
3.018040000000000306e-02	1.233839999999999937e-01	3.431950000000000278e-02	-2.414379999999999825e-03	7.340389999999999155e-04	1.884359999999999963e-04	9.158609999999997586e-02	-1.354662919999999847e-02	-3.797922270000000239e-02	4.887736699999999969e-03	-1.026195676000000029e-01	-9.752496399999999524e-03	-6.736787199999999531e-02	4.412040468936946809e+02	4.068232074142507031e+02
3.016100000000000031e-02	1.233790000000000026e-01	4.559629999999999933e-02	-2.525260000000000091e-03	-0.000000000000000000e+00	2.421759999999999798e-04	5.623414999999999664e-02	-4.677114329999999820e-02	-5.951875429999999717e-02	4.074934890000000282e-02	-8.336085530000000854e-02	-4.749489020000000061e-02	-4.738878230000000136e-02	4.421298181908157972e+02	4.062580923915770654e+02
1.111499999999999988e-02	8.428769999999999318e-02	6.405230000000000645e-02	-4.775630000000000326e-03	4.060930000000000030e-04	2.981249999999999959e-04	2.122139000000000386e-01	-6.986130000000000118e-03	-4.210237809999999720e-02	1.401687960000000052e-02	-4.559672950000000224e-02	-1.016341399999999952e-03	-5.411049119999999935e-02	4.433833732979022102e+02	4.072009299651649599e+02
3.562400000000000289e-02	9.676710000000000866e-02	1.196579999999999866e-01	-4.908690000000000275e-03	8.360849999999997581e-04	1.253379999999999902e-03	1.685094499999999773e-01	-4.999062809999999663e-02	-2.278585119999999853e-02	2.271959109999999865e-02	-7.983804300000001131e-03	-5.646341030000000261e-02	-1.310803379999999838e-02	4.423512716782727807e+02	4.075012379211883626e+02
-1.877780000000000074e-02	1.936720000000000108e-01	1.847089999999999843e-01	-6.488209999999999464e-04	1.216510000000000074e-03	-3.390320000000000432e-05	5.127365600000000079e-01	2.176987760000000105e-02	6.336236080000000326e-02	-1.648909380000000008e-02	8.655968679999999360e-02	7.209555489999999733e-02	7.005717220000000356e-02	4.477027365698426138e+02	4.107137516086721689e+02
