trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
2.087340000000000029e-03	2.699179999999999809e-03	4.510890000000000445e-05	3.916630000000000480e-04	-3.766609999999999772e-04	4.988409999999999763e-04	0.000000000000000000e+00	-2.122626530000000164e-02	-1.103399310000000022e-02	5.359573690000000307e-02	-3.637929539999999740e-02	2.294123769999999868e-02	-3.233239980000000152e-02	4.805378010836049611e+02	5.284146361895708424e+02
-1.270260000000000540e-04	-1.941640000000000033e-02	-5.685339999999999838e-02	-1.644630000000000007e-04	-8.808060000000000368e-04	0.000000000000000000e+00	1.591840549000000105e-01	-2.701695180000000113e-02	5.145113300000000306e-03	3.890253240000000196e-02	-2.225936240000000316e-02	1.867527069999999970e-02	1.496185769999999922e-02	4.789782724781720731e+02	5.282538019287941324e+02
3.980150000000000007e-03	1.775020000000000070e-02	-7.459380000000000177e-02	-9.139180000000000003e-04	-1.822040000000000031e-03	2.117579999999999790e-22	1.435486259999999847e-01	-3.265569160000000165e-02	-2.831466830000000170e-02	5.915257880000000107e-02	1.593670770000000028e-02	-1.262416989999999919e-02	-1.922130270000000155e-02	4.812880791298171061e+02	5.289034606591895908e+02
-5.742630000000000651e-02	-8.772270000000000068e-02	-7.369180000000000175e-02	4.805130000000000338e-03	9.249430000000000108e-04	0.000000000000000000e+00	5.910829000000000777e-01	-1.224034360000000182e-02	-2.561285170000000139e-02	-2.218050560000000074e-02	-6.220334760000000018e-02	5.264421389999998646e-02	9.498302700000000806e-03	4.771875436821458152e+02	5.282368387345688916e+02
5.163909999999999334e-02	4.898140000000000133e-02	1.333690000000000049e-02	-3.700940000000000111e-04	-3.425249999999999909e-04	9.376610000000000066e-04	7.018158500000000188e-01	-1.306150000000000063e-03	-1.691282820000000048e-02	-2.375408000000000077e-04	1.365904119999999944e-02	2.131870329999999841e-02	-2.962209200000000611e-02	4.760999947493534705e+02	5.271566467594317373e+02
1.457659999999999859e-02	3.709499999999999603e-02	1.740620000000000014e-03	-7.194869999999999911e-04	-1.012909999999999896e-03	9.376610000000000066e-04	1.115340799999999938e-01	-9.931621099999999452e-03	8.943595000000000364e-03	3.182033709999999849e-02	-1.191684529999999936e-02	-3.410846750000000316e-02	-1.204876849999999937e-02	4.755481876479366861e+02	5.272793928542923823e+02
3.027920000000000264e-02	2.584420000000000033e-04	1.761990000000000084e-02	-9.169080000000000242e-04	-1.763449999999999957e-03	9.376610000000000066e-04	1.158164880000000230e-01	-2.917327899999999814e-03	1.611352530000000061e-02	2.295988380000000065e-02	-1.728016010000000061e-02	1.417727910000000056e-02	-2.149810129999999916e-02	4.771446364391783845e+02	5.267832984442914039e+02
7.842329999999998053e-03	4.733899999999999914e-02	7.268980000000000406e-03	-1.628230000000000042e-03	-1.353569999999999903e-03	9.376610000000000066e-04	1.359284480000000073e-01	-3.020774899999999815e-03	2.378265489999999843e-02	2.932348740000000065e-02	-1.754425999999999902e-02	-8.023624300000000570e-03	-2.649661299999999872e-03	4.770030425373864205e+02	5.266798071552983629e+02
1.727110000000000017e-03	4.495649999999999646e-02	-2.384999999999999967e-03	-1.195550000000000085e-03	-1.197720000000000642e-03	9.376610000000000066e-04	4.757819999999998717e-02	-3.041950700000000101e-03	8.907115499999999908e-03	2.438180989999999895e-02	-1.261846869999999968e-02	3.326805300000000489e-03	-1.289107199999999995e-02	4.781367915945832010e+02	5.268919787849340537e+02
1.199189999999999978e-02	1.550239999999999951e-02	-8.801500000000000296e-03	-2.174549999999999920e-03	-1.112450000000000071e-03	9.376610000000000066e-04	9.934888999999999526e-02	-2.790406300000000152e-03	1.675254719999999878e-02	4.511595790000000328e-02	1.467466559999999927e-02	-2.054734910000000081e-02	-2.207453419999999902e-02	4.792461932860029492e+02	5.268665866743233437e+02
-5.116499999999999521e-03	1.970799999999999982e-02	-1.655189999999999960e-03	1.122270000000000082e-03	-3.498019999999999689e-04	4.815490000000000070e-04	2.542393099999999961e-01	-1.809284900000000069e-03	9.709287800000000745e-03	2.238780589999999834e-02	-2.553219300000000164e-02	3.808887920000000177e-02	1.889802889999999888e-02	4.777156021235015828e+02	5.269286972519373649e+02
7.087170000000000275e-03	2.126300000000000065e-02	-4.851870000000000314e-03	1.122270000000000082e-03	-1.616850000000000080e-04	4.815490000000000070e-04	2.636120000000000130e-02	-6.915922700000000367e-03	5.424276600000000649e-03	1.419803199999999932e-02	-4.158540339999999835e-02	9.381728100000000237e-03	-3.800476240000000283e-02	4.794615277751273084e+02	5.274114897782678781e+02
1.129210000000000109e-02	-1.360360000000000041e-02	-2.273549999999999877e-02	6.217730000000000522e-04	-2.307229999999999795e-04	4.815490000000000070e-04	8.543190999999998592e-02	-2.150149960000000138e-02	1.158912999999999995e-04	3.559779879999999674e-02	-1.479475130000000062e-02	2.304093290000000169e-02	5.825289399999999257e-03	4.822634705251786045e+02	5.280212691980153750e+02
-3.279110000000000011e-03	-9.757319999999999882e-03	-4.011449999999999738e-02	1.945479999999999811e-04	-2.994079999999999767e-04	4.815490000000000070e-04	6.059198999999999835e-02	-4.231341990000000303e-02	-1.887696239999999900e-02	3.657988909999999871e-02	-1.437713889999999925e-02	1.805547149999999976e-02	-4.562209400000000366e-03	4.833452319693848267e+02	5.296015593184366708e+02
-2.854059999999999930e-02	1.566570000000000115e-02	-6.122740000000000127e-02	1.171839999999999948e-03	7.477360000000000386e-04	6.265189999999999692e-04	1.802677099999999977e-01	-3.226743819999999818e-02	-1.831700509999999865e-02	4.396379870000000079e-02	-7.425638499999999767e-03	3.613802940000000047e-02	9.182235800000000669e-03	4.799372992506345099e+02	5.287880371854386112e+02
2.129129999999999912e-02	-1.269629999999999891e-02	-6.122879999999999989e-02	2.429429999999999784e-03	1.569990000000000057e-03	9.042810000000000518e-04	1.960756000000000165e-01	-4.558426179999999772e-02	-2.031029089999999981e-02	4.118280000000000204e-03	-9.086796889999999849e-02	3.001174150000000124e-02	-6.330932470000000256e-02	4.818018684182791276e+02	5.297285988925808624e+02
-3.243929999999999730e-02	4.973940000000000305e-02	-2.238450000000000162e-02	-7.459959999999999855e-03	-2.948370000000000071e-03	-2.219619999999999840e-03	1.031593149999999959e+00	3.307534490000000466e-02	2.290326410000000090e-02	6.105368570000001271e-02	1.606085069999999837e-01	-5.893093540000000213e-02	1.052455464000000007e-01	4.750718174667136395e+02	5.248358236538365418e+02
1.038810000000000011e-01	-8.960620000000000737e-03	-1.999539999999999998e-02	4.497710000000000249e-03	-2.673609999999999876e-03	4.085029999999999911e-03	1.124263419999999902e+00	1.302463564000000129e-01	-1.436640272000000162e-01	-1.042400420999999994e-01	1.244509307999999981e-01	3.606576599999999910e-02	1.156347578999999959e-01	4.744395842308045417e+02	5.227475069386564428e+02
2.699449999999999766e-02	1.833020000000000135e-02	-3.432440000000000491e-02	1.939909999999999985e-03	-1.588999999999999864e-04	1.979859999999999845e-04	5.664840199999999770e-01	-2.059211799999999953e-02	-1.442626429999999994e-02	-5.391732900000000515e-03	-7.073318099999999220e-02	3.917526429999999837e-02	-7.370896039999999538e-02	4.830191369228331268e+02	5.281984081439247802e+02
1.926220000000000016e-02	-8.690510000000000249e-03	1.126179999999999889e-02	1.564299999999999805e-03	-1.588999999999999864e-04	1.979859999999999845e-04	9.911971000000004139e-02	2.978213739999999859e-02	4.653025539999999793e-02	1.583210499999999910e-02	3.632898369999999766e-02	-2.726072140000000005e-02	1.676015439999999773e-02	4.757662163127822055e+02	5.245816918248203820e+02
-2.235969999999999885e-03	2.232019999999999837e-02	-2.529019999999999879e-03	4.506330000000000340e-04	1.599570000000000137e-04	-8.461250000000000346e-05	1.520558249999999778e-01	-1.651449810000000032e-02	7.760557500000000129e-03	9.524454899999999780e-03	-4.765070569999999700e-02	3.121411799999999903e-02	-3.765306830000000188e-02	4.775660254788318753e+02	5.274938560955703224e+02
