trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
7.789539999999998798e+00	-6.476039999999999575e-01	9.085129999999999040e-01	1.848229999999999665e-02	-2.251330000000000171e-03	1.579430000000000001e-01	0.000000000000000000e+00	-5.174340759999999928e-02	-1.204045403999999958e-01	-1.426109158999999960e-01	-6.199536354999999332e-01	-3.825725809999999671e-02	1.470267477999999961e-01	5.227845256469963715e+02	5.659750219030396465e+02
9.741600000000000037e+00	-1.220870000000000122e+00	3.801660000000000039e-01	2.927009999999999681e-02	-6.984810000000000151e-03	1.625510000000000010e-01	4.060137000000000107e+00	2.600878276999999961e-01	-5.557749459999999919e-02	9.203744200000000750e-03	-6.317481299999999633e-01	2.602447058999999840e-01	2.685533700000000343e-02	4.553577952468730246e+02	5.269826335606232988e+02
-1.900359999999999827e-01	-6.939290000000000180e-01	-1.882059999999999844e+00	5.083460000000000062e-02	-1.904679999999999915e-02	2.630860000000000143e-02	2.121424749999999904e+01	3.550841003999999912e-01	-4.294175299999999570e-03	4.074781189000000192e-01	6.369612549999999207e-02	-5.847172625000000012e-01	5.343395264999999394e-01	4.426546261531065625e+02	5.190521820835178914e+02
1.409489999999999910e+00	5.725299999999999834e-01	-2.067660000000000053e+00	2.220309999999999645e-02	-8.309540000000000676e-03	2.939250000000000196e-02	5.174217999999999762e+00	1.525106058999999847e-01	-1.664749010000000085e-01	7.955868309999999943e-02	8.420311880000000415e-02	-1.199218628999999953e-01	-2.344053938000000004e-01	5.470780669875616695e+02	5.390444650171642706e+02
1.771359999999999879e-01	7.129929999999999879e-01	1.324140000000000039e-01	1.518019999999999916e-03	1.323329999999999949e-04	4.233400000000000010e-03	6.287193649999999856e+00	7.787585460000000237e-02	7.286177476999999847e-01	-5.353016764999999344e-01	4.680385489999999704e-02	-1.550655719000000043e-01	1.208492265000000038e-01	5.122218591356463548e+02	5.461195709727159056e+02
1.168609999999999927e-01	-4.405169999999999919e-02	1.057119999999999865e-01	1.346369999999999945e-03	1.664029999999999990e-04	2.416989999999999937e-03	9.451281999999999739e-01	-1.106661171000000027e-01	-1.453526588000000064e-01	5.588002789999999692e-02	3.761899850000000045e-02	1.395366209999999996e-02	3.495222200000000154e-03	5.274713231882371929e+02	5.716041563526932805e+02
9.125089999999999590e-02	5.517580000000000227e-03	6.880819999999999992e-02	1.442439999999999911e-03	-5.410270000000000227e-04	1.948199999999999975e-03	1.756976800000000227e-01	-3.057172349999999830e-02	6.578570400000000040e-02	-8.245053599999999788e-03	8.910446099999999592e-02	5.810322879999999662e-02	-6.270330339999999336e-02	5.153826430075162079e+02	5.611719796588054123e+02
7.014989999999998727e-02	1.429029999999999884e-02	6.879409999999999692e-02	9.937060000000000164e-04	-3.300240000000000102e-05	1.463749999999999990e-03	1.019482500000000041e-01	-6.656552030000000009e-02	-6.187210750000000231e-02	3.008350640000000131e-02	6.071934040000000199e-02	3.247797969999999951e-02	-4.336920059999999771e-02	5.223596501242421937e+02	5.659493218692837218e+02
6.435700000000001142e-02	-9.074590000000000434e-03	6.288380000000000358e-02	7.334639999999997525e-04	-1.303619999999999963e-04	1.294170000000000086e-03	6.142716999999998928e-02	-3.589575670000000329e-02	4.406148940000000069e-02	-1.043845009999999976e-02	7.166892429999999203e-02	3.817023209999999972e-02	-5.452348449999999680e-02	5.200046506567547340e+02	5.621341533898034868e+02
4.427099999999999785e-02	-1.317170000000000146e-02	2.474459999999999854e-02	4.816399999999999761e-04	2.103640000000000208e-04	1.153479999999999913e-03	9.898431000000000590e-02	-6.638487860000000240e-02	-5.268641639999999821e-02	2.373439990000000138e-02	5.303989929999999853e-02	2.297192329999999880e-02	-2.591451890000000258e-02	5.291367192304651326e+02	5.663950137538472518e+02
