trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
-1.909109999999999627e-02	-4.635480000000000156e-02	-3.508069999999999938e-02	1.210779999999999951e-04	4.677530000000000056e-04	-8.455650000000000535e-04	0.000000000000000000e+00	-8.853706000000000076e-02	-5.835701950000000277e-02	6.095282990000001205e-02	-1.283280279999999933e-02	9.853147669999999525e-02	-2.106990669999999830e-02	5.399387339935257160e+02	5.372770373249292106e+02
-1.531080000000000114e-02	-5.923240000000000449e-02	-3.495880000000000515e-02	3.609780000000000258e-04	2.636280000000000177e-04	-1.024009999999999894e-03	4.790330000000000282e-02	-8.713026259999999412e-02	-1.028030310000000065e-02	4.338246519999999773e-02	4.255152650000000591e-02	4.951263050000000165e-02	4.248551160000000465e-02	5.402110041794711606e+02	5.373551567770427937e+02
-1.342959999999999987e-02	-6.462149999999999839e-02	-5.200300000000000061e-02	3.187459999999999599e-04	8.636110000000000227e-05	-1.022530000000000010e-03	3.536344499999998642e-02	-1.424710040000000053e-02	5.520910160000000455e-02	2.671612209999999973e-02	-3.051991300000000094e-03	3.613481710000000097e-02	3.920213539999999747e-02	5.387411006691971807e+02	5.364835202986447484e+02
-2.343020000000000172e-02	-3.398080000000000545e-02	-3.704179999999999973e-02	-1.850169999999999940e-04	-2.882220000000000333e-04	-1.087569999999999943e-03	1.027718049999999939e-01	1.035820829999999949e-02	5.033558330000000025e-02	2.392133189999999868e-02	-3.934766769999999830e-02	-4.438565049999999845e-02	6.069431050000000105e-02	5.410248311283683051e+02	5.362299320653559107e+02
-1.906590000000000368e-02	-6.248139999999999944e-02	-5.203290000000000692e-02	-2.111149999999999938e-05	1.615110000000000059e-04	-1.250669999999999950e-03	8.669292500000000401e-02	6.692995229999999796e-02	8.364305599999999341e-02	-8.205336700000000205e-02	-9.536758700000000366e-02	8.120391629999999805e-02	-1.458506220000000027e-02	5.401011819780989072e+02	5.354980737165175242e+02
-1.910790000000000058e-02	-3.952719999999999845e-02	-5.198880000000000168e-02	4.631509999999999707e-04	-4.550710000000000345e-05	-9.657919999999999309e-04	7.184822999999999904e-02	5.445706909999999817e-02	-5.906654699999999703e-03	-1.126541704999999977e-01	-8.046576869999999548e-02	6.129462129999999759e-02	-6.341991469999999631e-02	5.393665793686888037e+02	5.357520465473452305e+02
-4.596300000000000212e-03	-4.730750000000000233e-02	-1.096359999999999835e-01	9.292660000000000980e-04	3.734850000000000062e-04	-1.250669999999999950e-03	1.384383550000000129e-01	6.626615019999999856e-02	-1.059230805999999969e-01	-3.130278000000000227e-02	3.223631069999999960e-02	5.820861850000000337e-02	-1.375242978000000005e-01	5.379320982794353085e+02	5.364174156736482928e+02
7.685589999999999956e-03	-3.935360000000000247e-02	-6.725119999999999709e-02	5.105770000000000143e-04	5.755940000000000188e-04	-9.279130000000000451e-04	1.097983399999999943e-01	-1.853711199999999925e-03	-6.156845530000001204e-02	6.688406140000000000e-02	1.699124609999999938e-02	-6.630335400000000358e-03	-1.177700066999999989e-01	5.359457130175054544e+02	5.368003055995355908e+02
2.139139999999999878e-03	4.406769999999999958e-03	-8.421939999999999982e-02	2.815659999999999669e-04	5.755940000000000188e-04	-7.891680000000000309e-04	8.466282000000001362e-02	-7.585383179999999337e-02	4.081182209999999894e-02	7.629519839999999997e-02	6.805286730000000006e-02	-1.078120144000000030e-01	-8.439529789999998532e-02	5.421987225432673085e+02	5.375823154674543503e+02
-1.224389999999999853e-02	-1.989799999999999902e-02	-7.342020000000000490e-02	6.895249999999999687e-04	5.755940000000000188e-04	-6.954339999999999827e-04	7.457165999999997019e-02	-8.642343010000000381e-02	9.013607110000000644e-02	7.554572199999999918e-03	-1.465105300000000069e-03	7.462013000000000413e-04	-3.745312189999999708e-02	5.443973249261148339e+02	5.374886428908652078e+02
-1.591689999999999772e-02	-4.934850000000000347e-02	-5.411330000000000306e-02	7.045389999999999032e-04	6.824249999999999587e-04	-7.244789999999999867e-04	5.997490000000000460e-02	-5.674061999999999682e-03	7.728662579999999449e-02	-7.519508540000000019e-02	-5.735880480000000309e-02	7.255326639999999661e-02	-3.182219430000000210e-02	5.378448118477089110e+02	5.364080776454022725e+02
-1.592649999999999968e-02	-3.252139999999999892e-02	-8.133250000000000202e-02	1.067779999999999944e-03	7.347439999999997402e-04	-4.151919999999999916e-04	8.029825000000000157e-02	-7.756984599999999959e-03	8.466273820000000394e-02	-2.739580930000000067e-02	-5.413743400000000511e-02	6.603943299999999461e-02	-3.854562500000000003e-02	5.378347183621492604e+02	5.362672380266350274e+02
2.406720000000000040e-02	-3.542709999999999609e-02	-8.137389999999998513e-02	4.113599999999999917e-04	6.342419999999999493e-05	-2.651010000000000221e-05	1.287618850000000204e-01	-5.340786100000000092e-02	5.028247190000001421e-02	-9.007890590000000586e-02	-5.302955880000000122e-02	2.645761099999999894e-02	-1.510007409999999939e-02	5.404663249274012742e+02	5.369206384775254719e+02
1.638529999999999848e-02	-7.624820000000000035e-03	-4.566660000000000164e-02	4.414500000000000238e-04	3.560509999999999695e-04	-2.170440000000000043e-04	9.685401500000000163e-02	-2.925197300000000143e-03	-4.680957659999999965e-02	-3.009445300000000451e-03	5.833744490000000033e-02	5.240783200000000142e-02	4.232861200000000157e-03	5.405762106098147797e+02	5.363987242332548249e+02
-2.084000000000000088e-02	-1.483700000000000123e-02	-2.419160000000000060e-02	4.981849999999999473e-04	1.571230000000000066e-03	-7.082720000000001874e-05	1.368190200000000134e-01	-6.268029390000000312e-02	-3.402202530000000141e-02	9.361945709999999754e-02	9.352857529999999975e-02	5.942625400000000127e-03	-9.370534969999999575e-02	5.360368083117073184e+02	5.374303686717618120e+02
-2.239069999999999949e-02	-2.438680000000000014e-02	-1.853300000000000086e-02	8.157569999999998538e-04	9.116969999999999415e-04	1.090910000000000030e-04	7.461025999999996994e-02	-6.867418960000000461e-02	-7.295265699999998500e-03	7.824815089999999362e-02	5.043810370000000043e-02	-5.616384600000000338e-02	-6.806779849999999854e-02	5.385542759647817093e+02	5.374045698688483981e+02
-1.594379999999999756e-02	-7.609780000000000016e-03	-7.474510000000001049e-04	6.990330000000000545e-05	2.715479999999999825e-04	5.343439999999999648e-04	1.315722539999999441e-01	-5.182281200000000282e-02	1.520784250000000067e-02	9.078943050000000403e-02	3.083240329999999835e-02	-3.985328999999999955e-02	3.292202529999999766e-02	5.382668338099762195e+02	5.370766466232292942e+02
-1.338510000000000047e-02	-1.693650000000000017e-02	1.411390000000000648e-03	6.192519999999999318e-04	2.715479999999999825e-04	3.416430000000000356e-04	5.114674600000002069e-02	-1.786445520000000051e-02	5.426945740000000545e-02	2.322519929999999899e-02	1.037939839999999989e-02	3.259902569999999916e-02	3.081676079999999887e-02	5.438505627177801216e+02	5.362781144450368629e+02
-1.591510000000000147e-02	-2.530810000000000004e-02	2.168779999999999927e-03	8.646289999999998968e-04	-2.166329999999999840e-04	2.371459999999999822e-04	5.356173999999998964e-02	1.476512098999999967e-01	-7.443153680000000327e-02	-5.149305399999999991e-03	7.170380780000000509e-02	7.177790729999999897e-02	-6.842940710000000593e-02	5.373516911192351699e+02	5.347537851752200595e+02
-1.592690000000000078e-02	-7.580690000000000171e-03	1.373070000000000106e-03	4.695409999999999688e-04	2.715479999999999825e-04	1.251799999999999907e-04	6.829666999999998989e-02	1.333727469000000054e-01	9.037297639999999910e-02	-6.413993610000000289e-02	-9.116474499999999148e-03	-2.601331789999999922e-02	-2.311978840000000063e-02	5.295174323368368050e+02	5.348162899672518051e+02
2.084980000000000167e-03	-4.773329999999999918e-05	4.138690000000000424e-03	3.787560000000000037e-05	2.211749999999999957e-05	1.412200000000000065e-04	6.316725169999999612e-02	1.504334335999999994e-01	-6.389058879999999496e-02	7.917884740000000199e-02	-3.164669020000000083e-02	-6.305172230000000155e-02	7.589134649999999815e-02	5.322532112907892952e+02	5.343432965299368789e+02
2.086030000000000002e-03	-2.619790000000000313e-02	-3.643920000000000145e-03	6.564100000000000392e-05	2.715479999999999825e-04	1.412200000000000065e-04	4.779362169999998994e-02	8.138229530000000433e-02	8.674559310000000412e-02	5.430763470000000287e-02	-1.163891117000000058e-01	-4.147831390000000090e-02	9.427828839999999322e-02	5.374796054173651783e+02	5.344852130218131379e+02
2.089440000000000134e-03	-3.770030000000000603e-02	-3.700979999999999982e-03	1.523770000000000083e-04	1.320530000000000044e-04	1.412200000000000065e-04	2.287441999999999948e-02	-8.443738799999999517e-03	2.309597340000000068e-02	-1.188582675000000033e-01	-1.587510759999999910e-01	-3.115667069999999983e-02	2.971470669999999939e-02	5.359718672065027931e+02	5.353019289716477260e+02
