trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
1.365810000000000114e-02	1.637519999999999948e-02	1.978940000000000213e-02	-2.888910000000000176e-03	-1.392180000000000023e-03	2.500000000000000052e-04	0.000000000000000000e+00	-4.033273309999999695e-02	-1.080123449999999957e-01	5.184337300000000336e-03	-7.057744280000000092e-02	3.770597419999999894e-02	-4.964672340000000211e-02	5.548586322109781577e+02	5.203278348244682547e+02
-6.141040000000000387e-02	9.189259999999999443e-03	6.035580000000000389e-01	-1.648120000000000097e-03	7.193180000000000407e-04	-1.879349999999999901e-03	9.401049400000000000e-01	1.630658175999999959e-01	-5.526399600000000273e-02	-1.755646120000000157e-02	-1.834879678000000125e-01	-2.656885159999999857e-02	-1.800812000000000376e-03	5.570466916077649557e+02	5.216657730547557321e+02
-2.779920000000000307e-02	8.989089999999998193e-02	-8.863129999999999065e-01	7.032789999999999701e-03	-2.296160000000000215e-03	1.720290000000000024e-04	2.291572190000000120e+00	-3.833280800000000293e-02	1.071994104999999947e-01	-9.382619239999999416e-02	3.739637399999999785e-03	-1.774829089000000137e-01	2.948610950000000661e-02	5.449255397983627063e+02	5.170194900149560908e+02
-1.342640000000000222e-01	-4.355200000000000043e-02	-8.678750000000000353e-02	4.772609999999999830e-04	4.197730000000000211e-04	-2.112080000000000121e-03	1.617211750000000059e+00	1.097542729999999994e-02	-2.641032459999999998e-02	3.673511200000000032e-02	6.870322930000000161e-02	2.500166870000000013e-02	-1.363119139999999924e-02	5.379252501374478470e+02	5.178322668589880777e+02
3.891919999999999408e-02	-2.584900000000000045e-02	-5.476959999999999607e-01	2.072539999999999886e-03	-3.365579999999999961e-03	8.003150000000000108e-04	1.066446049999999923e+00	-3.518246850000000120e-02	-6.394366200000000354e-03	-9.489730829999999673e-02	4.468561249999999929e-02	-6.072876960000000296e-02	6.120861440000001374e-02	5.404124535393972337e+02	5.186809361231228195e+02
4.710609999999999797e-02	8.094999999999999418e-02	-1.908839999999999981e-01	-9.705589999999999617e-04	-1.254710000000000027e-03	3.901849999999999785e-04	7.500028499999999987e-01	-3.767883510000000213e-02	-5.556352860000000199e-02	7.452495699999999758e-03	1.346714759999999983e-02	2.219751840000000129e-02	1.219770000000000056e-02	5.492589079734593724e+02	5.182745080263611044e+02
5.148350000000000148e-02	-2.120749999999999719e-02	-3.155209999999999959e-01	3.020270000000000138e-04	-2.382710000000000123e-03	1.055570000000000033e-03	3.844704500000000191e-01	-4.548581730000000184e-02	-6.245975709999999903e-02	-8.467646100000000148e-03	3.309024879999999946e-02	-8.666189259999999839e-02	5.468281440000000160e-02	5.522655727614708212e+02	5.193108388384933960e+02
-1.430869999999999920e-01	-3.284389999999999810e-01	9.395810000000002216e-01	-2.691040000000000446e-02	1.501729999999999949e-03	-3.089259999999999923e-03	3.518988849999999946e+00	1.259421129999999944e-01	9.304150429999999417e-02	-3.257911180000000462e-02	-1.152516531000000038e-01	-1.031367719999999946e-02	-1.243362209999999968e-02	5.550687446055317196e+02	5.165176838291065451e+02
-6.295779999999999432e-02	1.112339999999999995e-01	-1.379080000000000028e-01	2.099489999999999782e-05	1.710680000000000013e-03	-1.634959999999999972e-03	3.027023445000000201e+00	1.207602376999999949e-01	5.465643869999999710e-02	-1.126991816000000035e-01	2.746983567999999876e-01	-9.576208129999999596e-02	4.499686809999999676e-02	5.391030158859679204e+02	5.184326780132565773e+02
8.484250000000000125e-02	-3.870309999999999723e-02	-4.287659999999999805e-01	-5.707859999999999930e-05	-1.674649999999999967e-03	2.441720000000000088e-03	9.655995750000001543e-01	-1.536787118000000063e-01	2.314829839999999958e-02	4.945687230000000295e-02	-7.613178959999999940e-02	4.850772100000000191e-03	-9.847177880000000660e-02	5.495359319811902878e+02	5.155857769481220885e+02
