trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
2.846980000000000040e-04	4.536580000000000473e-02	-3.987780000000000491e-02	5.553499999999999409e-03	3.227489999999999960e-03	1.277970000000000017e-03	0.000000000000000000e+00	-3.132436612000000231e-01	-5.726802079999999961e-02	3.277431220000000256e-02	-1.034384349999999952e-01	3.279480569999999873e-02	-5.769279509999999944e-02	5.001183261119083454e+02	5.183490706982872780e+02
-2.201789999999999997e-02	2.503750000000000073e-02	3.497399999999999815e-02	3.533820000000000017e-03	2.907489999999999988e-03	8.695339999999999320e-04	2.548884980000000189e-01	-1.861940491999999892e-01	3.832407000000000175e-02	4.048537449999999732e-02	1.905478559999999877e-02	-1.041974895999999984e-01	-8.650744400000000278e-03	5.008938266550100593e+02	5.170361773437044803e+02
3.016309999999999586e-04	2.646330000000000123e-03	7.856150000000000633e-02	3.088679999999999898e-03	2.250260000000000021e-03	8.509489999999999329e-04	1.443459510000000556e-01	-1.722537867000000222e-01	6.896515409999999513e-02	1.314207544000000061e-01	5.569493090000000174e-02	8.243955549999999743e-02	3.150345930000000155e-02	4.958266470959123353e+02	5.165616467719303273e+02
-1.301080000000000118e-02	1.150160000000000071e-02	9.126779999999999615e-02	2.238410000000000139e-03	2.789729999999999814e-03	1.121119999999999972e-03	1.178695509999999474e-01	-1.243925428999999999e-01	2.049227097999999914e-01	1.098981452999999997e-01	3.802140519999999690e-02	1.186949187999999933e-01	4.980570749999999741e-02	4.903887677987169695e+02	5.148073653428486978e+02
-1.363329999999999924e-02	3.463009999999999700e-02	5.813999999999999724e-02	8.154959999999997558e-04	2.475670000000000127e-03	1.076469999999999944e-03	1.459599999999999786e-01	-2.590353670000000025e-02	1.226327217000000025e-01	2.341230659999999839e-02	6.507037529999999681e-02	5.451987040000000340e-02	7.030744849999999435e-02	4.943470652253058120e+02	5.153190125333071592e+02
2.644790000000000270e-04	2.031990000000000185e-02	4.882330000000000003e-02	-1.070839999999999932e-04	2.825230000000000189e-03	3.693389999999999954e-04	1.364882290000000165e-01	-6.077095219999999881e-02	2.129204679999999877e-02	-5.314425290000000107e-02	-1.956164130000000168e-02	-6.300858900000000373e-02	1.111265753000000023e-01	4.980081042950863548e+02	5.164957154462634890e+02
1.656010000000000121e-02	-1.354050000000000045e-02	-4.746440000000000381e-02	7.533779999999997519e-04	3.019930000000000097e-03	2.916270000000000320e-04	2.030874210000000180e-01	-9.126197830000000455e-02	-3.097572108000000157e-01	9.508515659999999814e-02	-1.124194025999999957e-01	-8.673015630000001364e-02	1.571178055999999934e-01	5.032188576183567648e+02	5.200889913092569259e+02
2.254770000000000038e-02	-6.445810000000000428e-02	6.688470000000001914e-02	-1.999740000000000068e-04	1.989669999999999807e-03	5.927680000000000275e-04	2.854919500000000498e-01	-1.895587410000000028e-01	-2.080037167999999881e-01	-1.729998637000000061e-01	-1.267046370000000054e-02	2.434341569999999913e-02	4.663000700000000109e-02	5.005259303738952781e+02	5.191216138403398190e+02
2.248909999999999798e-02	2.163709999999999939e-02	4.295190000000000119e-02	1.024460000000000014e-05	1.286019999999999915e-03	1.006799999999999969e-03	1.764816300000000004e-01	-1.238899469999999933e-02	-2.668055150000000000e-02	-6.171726520000000299e-02	4.068069290000000254e-02	1.219955263000000040e-01	8.851171669999999270e-02	5.002460442587187686e+02	5.164864828269718373e+02
2.249190000000000217e-02	4.159550000000000248e-04	-1.011579999999999988e-03	-3.308300000000000157e-05	2.101720000000000064e-04	2.939899999999999957e-04	1.567867049999999429e-01	3.895243229999999918e-02	-3.386115490000000255e-02	3.995560979999999984e-02	7.137893929999999942e-02	1.182083803999999932e-01	1.210238999999999933e-02	5.004102073463068336e+02	5.163214590642108988e+02
